"","X","Name","Visitor","Month","Rate","City","chengshi","NOTE","Year","Date"
"14021",14021,"宜兴张公洞旅游景区","5.19",10,"4A","无锡","WX","",2016,"2016-10-15"
"14022",14022,"无锡中华赏石园景区","1.19",10,"4A","无锡","WX","",2016,"2016-10-15"
"14023",14023,"无锡清名桥古运河景区","120",10,"4A","无锡","WX","",2016,"2016-10-15"
"14024",14024,"宜兴陶瓷博物馆","2.2",10,"4A","无锡","WX","",2016,"2016-10-15"
"14025",14025,"宜兴云湖旅游景区","29.81",10,"4A","无锡","WX","",2016,"2016-10-15"
"14026",14026,"无锡荡口古镇景区","23.16",10,"4A","无锡","WX","",2016,"2016-10-15"
"14027",14027,"无锡阳山桃花源景区","3.5",10,"4A","无锡","WX","",2016,"2016-10-15"
"14028",14028,"无锡华莱坞影都","14.29",10,"4A","无锡","WX","",2016,"2016-10-15"
"14029",14029,"徐州淮海战役烈士纪念塔园林","54.59",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14030",14030,"徐州云龙湖景区","112",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14031",14031,"新沂马陵山景区","21.62",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14032",14032,"徐州彭祖园景区","31.99",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14033",14033,"徐州汉画像石艺术馆","42.39",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14034",14034,"沛县汉城景区","5.08",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14035",14035,"邳州艾山九龙景区","30.35",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14036",14036,"新沂窑湾古镇景区","24.97",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14037",14037,"徐州龟山景区","15.6",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14038",14038,"徐州市博物馆","6.13",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14039",14039,"徐州潘安湖湿地公园","5.24",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14040",14040,"徐州蟠桃山佛教文化景区","1.89",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14041",14041,"徐州大洞山景区","110.95",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14042",14042,"沛县微山湖千岛湿地","1.74",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14043",14043,"徐州乐园","3.83",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14044",14044,"徐州督公湖旅游区","42.1",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14045",14045,"睢宁水月禅寺景区","23.2",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14046",14046,"徐州悬水湖景区","3.56",10,"4A","徐州","XZ","",2016,"2016-10-15"
"14047",14047,"常州环球恐龙城","90.61",10,"5A","常州","CZ","",2016,"2016-10-15"
"14048",14048,"常州天目湖旅游区","71.12",10,"5A","常州","CZ","",2016,"2016-10-15"
"14049",14049,"常州天宁寺","4.65",10,"4A","常州","CZ","",2016,"2016-10-15"
"14050",14050,"常州红梅公园","163",10,"4A","常州","CZ","",2016,"2016-10-15"
"14051",14051,"常州市博物馆","13.08",10,"4A","常州","CZ","",2016,"2016-10-15"
"14052",14052,"常州青枫公园","78.02",10,"4A","常州","CZ","",2016,"2016-10-15"
"14053",14053,"常州中国春秋淹城旅游区","40.83",10,"4A","常州","CZ","",2016,"2016-10-15"
"14054",14054,"常州南大街休闲旅游区","309.62",10,"4A","常州","CZ","",2016,"2016-10-15"
"14055",14055,"常州环球动漫嬉戏谷","30.27",10,"4A","常州","CZ","",2016,"2016-10-15"
"14056",14056,"常州中华孝道园","7.83",10,"4A","常州","CZ","",2016,"2016-10-15"
"14057",14057,"溧阳市新四军江南指挥部纪念馆","5.86",10,"4A","常州","CZ","",2016,"2016-10-15"
"14058",14058,"苏州园林(拙政园、虎丘、留园）","90.84",10,"5A","苏州","SZ","",2016,"2016-10-15"
"14059",14059,"苏州周庄古镇游览区","36.9",10,"5A","苏州","SZ","",2016,"2016-10-15"
"14060",14060,"苏州同里古镇游览区","126.51",10,"5A","苏州","SZ","",2016,"2016-10-15"
"14061",14061,"苏州金鸡湖景区","142.48",10,"5A","苏州","SZ","",2016,"2016-10-15"
"14062",14062,"苏州吴中太湖旅游区","53.85",10,"5A","苏州","SZ","",2016,"2016-10-15"
"14063",14063,"苏州沙家浜·虞山尚湖旅游区","186.12",10,"5A","苏州","SZ","",2016,"2016-10-15"
"14064",14064,"苏州乐园","44.47",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14065",14065,"苏州甪直古镇游览区","24.41",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14066",14066,"苏州盘门景区","15.51",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14067",14067,"苏州西山景区","16.14",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14068",14068,"苏州木渎古镇","36.46",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14069",14069,"苏州狮子林","18.53",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14070",14070,"苏州网师园","2.75",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14071",14071,"昆山锦溪古镇","23.54",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14072",14072,"昆山亭林园","20.52",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14073",14073,"吴江静思园","11.03",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14074",14074,"苏州寒山寺","18",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14075",14075,"苏州西园戒幢律寺","4.7",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14076",14076,"苏州白马涧生态园","7.5",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14077",14077,"常熟方塔古迹名胜区","8.35",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14078",14078,"常熟服装城购物景区","61.38",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14079",14079,"昆山千灯古镇游览区","23.17",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14080",14080,"苏州重元寺","6.08",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14081",14081,"苏州七里山塘景区","64.87",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14082",14082,"苏州平江历史文化街区","42.6",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14083",14083,"张家港凤凰山景区","9",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14084",14084,"苏州太湖国家湿地公园","16.8",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14085",14085,"常熟蒋巷乡村旅游景区","6.9",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14086",14086,"太仓现代农业园","6.53",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14087",14087,"苏州天平山景区","11.37",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14088",14088,"苏州石湖景区","5.67",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14089",14089,"苏州中国刺绣艺术馆","18.54",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14090",14090,"吴江震泽古镇","3.69",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14091",14091,"张家港香山风景区","6.55",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14092",14092,"苏州光福景区","0.8",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14093",14093,"张家港永联景区","6.08",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14094",14094,"苏州天池山景区","7.89",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14095",14095,"太仓沙溪古镇","10.34",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14096",14096,"常熟梅李聚沙公园","8.89",10,"4A","苏州","SZ","",2016,"2016-10-15"
"14097",14097,"南通濠河旅游区","102",10,"5A","南通","NT","",2016,"2016-10-15"
"14098",14098,"南通狼山旅游区","21.15",10,"4A","南通","NT","",2016,"2016-10-15"
"14099",14099,"如皋水绘园景区","7.5",10,"4A","南通","NT","",2016,"2016-10-15"
"14100",14100,"海门叠石桥国际家纺馆·家纺产业旅游区","9.93",10,"4A","南通","NT","",2016,"2016-10-15"
"14101",14101,"如皋中国工农红军第十四军纪念馆","5.1",10,"4A","南通","NT","",2016,"2016-10-15"
"14102",14102,"海安江淮文化园","6.24",10,"4A","南通","NT","",2016,"2016-10-15"
"14103",14103,"南通啬园景区","5.4",10,"4A","南通","NT","",2016,"2016-10-15"
"14104",14104,"连云港花果山景区","38.11",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14105",14105,"连云港连岛旅游度假区","39.03",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14106",14106,"连云港孔望山风景区","6.74",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14107",14107,"连云港渔湾风景区","15.57",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14108",14108,"连云港市东海县国际水晶珠宝城","4.49",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14109",14109,"灌云大伊山风景区","21.18",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14110",14110,"连云港东海羽泉景区","10.6",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14111",14111,"连云港革命历史纪念馆","3.95",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14112",14112,"连云港海上云台山景区","29.94",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14113",14113,"灌南二郎神文化遗迹公园","5.27",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14114",14114,"连云港桃花涧景区","6.01",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14115",14115,"中国东海水晶博物馆","8.05",10,"4A","连云港","LYG","",2016,"2016-10-15"
"14116",14116,"淮安周恩来故里景区","37.68",10,"5A","淮安","HA","",2016,"2016-10-15"
"14117",14117,"盱眙铁山寺国家森林公园","37.63",10,"4A","淮安","HA","",2016,"2016-10-15"
"14118",14118,"淮安市博物馆","7.8",10,"4A","淮安","HA","",2016,"2016-10-15"
"14119",14119,"盱眙第一山景区","12.2",10,"4A","淮安","HA","",2016,"2016-10-15"
"14120",14120,"淮安古淮河文化生态景区","9.79",10,"4A","淮安","HA","",2016,"2016-10-15"
"14121",14121,"盱眙黄花塘新四军军部纪念馆","8.96",10,"4A","淮安","HA","",2016,"2016-10-15"
"14122",14122,"淮安府署","7.42",10,"4A","淮安","HA","",2016,"2016-10-15"
"14123",14123,"淮安中国漕运博物馆景区","18.3",10,"4A","淮安","HA","",2016,"2016-10-15"
"14124",14124,"淮安吴承恩故居景区","22",10,"4A","淮安","HA","",2016,"2016-10-15"
"14125",14125,"淮安里运河文化长廊景区","25.58",10,"4A","淮安","HA","",2016,"2016-10-15"
"14126",14126,"新四军刘老庄连纪念园","4.5",10,"4A","淮安","HA","",2016,"2016-10-15"
"14127",14127,"淮安洪泽湖古堰景区","11.28",10,"4A","淮安","HA","",2016,"2016-10-15"
"14128",14128,"大丰中华麋鹿园景区","19.09",10,"5A","盐城","YC","",2016,"2016-10-15"
"14129",14129,"盐城海盐历史文化风景区","85.05",10,"4A","盐城","YC","",2016,"2016-10-15"
"14130",14130,"盐城大纵湖旅游景区","45.86",10,"4A","盐城","YC","",2016,"2016-10-15"
"14131",14131,"盐城新四军纪念馆","26.24",10,"4A","盐城","YC","",2016,"2016-10-15"
"14132",14132,"阜宁金沙湖旅游区","8.45",10,"4A","盐城","YC","",2016,"2016-10-15"
"14133",14133,"射阳息心寺","7.12",10,"4A","盐城","YC","",2016,"2016-10-15"
"14134",14134,"大丰上海知青纪念馆","16.65",10,"4A","盐城","YC","",2016,"2016-10-15"
"14135",14135,"东台西溪旅游文化景区","16.36",10,"4A","盐城","YC","",2016,"2016-10-15"
"14136",14136,"大丰港海洋世界","8.64",10,"4A","盐城","YC","",2016,"2016-10-15"
"14137",14137,"大丰荷兰花海景区","66.96",10,"4A","盐城","YC","",2016,"2016-10-15"
"14138",14138,"扬州瘦西湖风景区","62.75",10,"5A","扬州","YZ","",2016,"2016-10-15"
"14139",14139,"扬州大明寺","11.82",10,"4A","扬州","YZ","",2016,"2016-10-15"
"14140",14140,"扬州个园","20.5",10,"4A","扬州","YZ","",2016,"2016-10-15"
"14141",14141,"扬州何园","10.68",10,"4A","扬州","YZ","",2016,"2016-10-15"
"14142",14142,"扬州博物馆","9.64",10,"4A","扬州","YZ","",2016,"2016-10-15"
"14143",14143,"扬州京华城休闲旅游区","112",10,"4A","扬州","YZ","",2016,"2016-10-15"
"14144",14144,"扬州茱萸湾风景区","9.65",10,"4A","扬州","YZ","",2016,"2016-10-15"
"14145",14145,"扬州东关历史文化旅游区","65.5",10,"4A","扬州","YZ","",2016,"2016-10-15"
"14146",14146,"高邮盂城驿景区","11.24",10,"4A","扬州","YZ","",2016,"2016-10-15"
"14147",14147,"镇江金山·焦山·北固山景区","77.19",10,"5A","镇江","ZJ","",2016,"2016-10-15"
"14148",14148,"镇江茅山风景区","65.7",10,"5A","镇江","ZJ","",2016,"2016-10-15"
"14149",14149,"镇江宝华山国家森林公园","25.11",10,"4A","镇江","ZJ","",2016,"2016-10-15"
"14150",14150,"镇江博物馆","9.53",10,"4A","镇江","ZJ","",2016,"2016-10-15"
"14151",14151,"镇江南山风景名胜区","16.29",10,"4A","镇江","ZJ","",2016,"2016-10-15"
"14152",14152,"镇江西津渡历史文化街区","85",10,"4A","镇江","ZJ","",2016,"2016-10-15"
"14153",14153,"镇江中国醋文化博物馆","15.01",10,"4A","镇江","ZJ","",2016,"2016-10-15"
"14154",14154,"镇江中国米芾书法公园","5.49",10,"4A","镇江","ZJ","",2016,"2016-10-15"
"14155",14155,"姜堰溱湖旅游区","41.11",10,"5A","泰州","TZ","",2016,"2016-10-15"
"14156",14156,"泰州凤城河风景区","54.36",10,"4A","泰州","TZ","",2016,"2016-10-15"
"14157",14157,"姜堰溱潼古镇旅游区","17.35",10,"4A","泰州","TZ","",2016,"2016-10-15"
"14158",14158,"兴化李中水上森林景区","9.26",10,"4A","泰州","TZ","",2016,"2016-10-15"
"14159",14159,"泰州天德湖公园","35",10,"4A","泰州","TZ","",2016,"2016-10-15"
"14160",14160,"兴化郑板桥范仲淹纪念馆","9.86",10,"4A","泰州","TZ","",2016,"2016-10-15"
"14161",14161,"姜堰古罗塘文化旅游景区","4.63",10,"4A","泰州","TZ","",2016,"2016-10-15"
"14162",14162,"泰州秋雪湖生态景区","4.35",10,"4A","泰州","TZ","",2016,"2016-10-15"
"14163",14163,"宿迁雪枫公园","6.89",10,"4A","宿迁","SQ","",2016,"2016-10-15"
"14164",14164,"泗洪洪泽湖湿地公园","32.4",10,"4A","宿迁","SQ","",2016,"2016-10-15"
"14165",14165,"泗阳杨树博物馆","5.8",10,"4A","宿迁","SQ","",2016,"2016-10-15"
"14166",14166,"宿迁湖滨公园景区","10.88",10,"4A","宿迁","SQ","",2016,"2016-10-15"
"14167",14167,"宿迁项王故里","8.66",10,"4A","宿迁","SQ","",2016,"2016-10-15"
"14168",14168,"宿迁龙王庙行宫","3.63",10,"4A","宿迁","SQ","",2016,"2016-10-15"
"14169",14169,"宿迁洋河酒厂文化旅游区","4.01",10,"4A","宿迁","SQ","",2016,"2016-10-15"
"14170",14170,"宿迁三台山森林公园","10.58",10,"4A","宿迁","SQ","",2016,"2016-10-15"
"14171",14171,"南京中山陵园风景区","60.25",11,"5A","南京","NJ","",2016,"2016-11-15"
"14172",14172,"南京夫子庙秦淮风光带","220",11,"5A","南京","NJ","",2016,"2016-11-15"
"14173",14173,"南京雨花台景区","25.56",11,"4A","南京","NJ","",2016,"2016-11-15"
"14174",14174,"南京阅江楼景区","4.66",11,"4A","南京","NJ","",2016,"2016-11-15"
"14175",14175,"南京总统府景区","26.11",11,"4A","南京","NJ","",2016,"2016-11-15"
"14176",14176,"南京朝天宫景区","2.7",11,"4A","南京","NJ","",2016,"2016-11-15"
"14177",14177,"南京玄武湖景区","41.22",11,"4A","南京","NJ","",2016,"2016-11-15"
"14178",14178,"南京明文化村（阳山碑材）景区","4.93",11,"4A","南京","NJ","",2016,"2016-11-15"
"14179",14179,"南京梅园新村纪念馆","3",11,"4A","南京","NJ","",2016,"2016-11-15"
"14180",14180,"南京栖霞山风景名胜区","40",11,"4A","南京","NJ","",2016,"2016-11-15"
"14181",14181,"侵华日军南京大屠杀遇难同胞纪念馆","55.91",11,"4A","南京","NJ","",2016,"2016-11-15"
"14182",14182,"南京科技馆","6.51",11,"4A","南京","NJ","",2016,"2016-11-15"
"14183",14183,"南京红山森林动物园","34.41",11,"4A","南京","NJ","",2016,"2016-11-15"
"14184",14184,"南京珍珠泉风景区","18.68",11,"4A","南京","NJ","",2016,"2016-11-15"
"14185",14185,"南京白马如意文化艺术中心（周园）","3.8",11,"4A","南京","NJ","",2016,"2016-11-15"
"14186",14186,"南京博物院","19.09",11,"4A","南京","NJ","",2016,"2016-11-15"
"14187",14187,"南京游子山休闲旅游区","9.47",11,"4A","南京","NJ","",2016,"2016-11-15"
"14188",14188,"无锡太湖鼋头渚风景区","11.02",11,"5A","无锡","WX","",2016,"2016-11-15"
"14189",14189,"无锡灵山景区","20.84",11,"5A","无锡","WX","",2016,"2016-11-15"
"14190",14190,"无锡三国水浒景区","4.22",11,"5A","无锡","WX","",2016,"2016-11-15"
"14191",14191,"宜兴善卷洞风景区","6.74",11,"4A","无锡","WX","",2016,"2016-11-15"
"14192",14192,"无锡锡惠园林文物名胜区","40.05",11,"4A","无锡","WX","",2016,"2016-11-15"
"14193",14193,"无锡蠡园公园","7.01",11,"4A","无锡","WX","",2016,"2016-11-15"
"14194",14194,"无锡薛福成故居","8.47",11,"4A","无锡","WX","",2016,"2016-11-15"
"14195",14195,"宜兴竹海景区","2.56",11,"4A","无锡","WX","",2016,"2016-11-15"
"14196",14196,"宜兴龙背山森林公园","6.28",11,"4A","无锡","WX","",2016,"2016-11-15"
"14197",14197,"宜兴团氿景区","3.5",11,"4A","无锡","WX","",2016,"2016-11-15"
"14198",14198,"江阴江苏学政文化旅游区","76.05",11,"4A","无锡","WX","",2016,"2016-11-15"
"14199",14199,"江阴滨江要塞旅游区","60.83",11,"4A","无锡","WX","",2016,"2016-11-15"
"14200",14200,"无锡崇安寺景区","155",11,"4A","无锡","WX","",2016,"2016-11-15"
"14201",14201,"宜兴陶祖圣境景区","3.13",11,"4A","无锡","WX","",2016,"2016-11-15"
"14202",14202,"无锡梅园横山风景区","5.58",11,"4A","无锡","WX","",2016,"2016-11-15"
"14203",14203,"无锡东林书院","16.72",11,"4A","无锡","WX","",2016,"2016-11-15"
"14204",14204,"无锡博物院","4.51",11,"4A","无锡","WX","",2016,"2016-11-15"
"14205",14205,"无锡鸿山遗址博物馆","5.92",11,"4A","无锡","WX","",2016,"2016-11-15"
"14206",14206,"无锡动物园·太湖欢乐园","6.37",11,"4A","无锡","WX","",2016,"2016-11-15"
"14207",14207,"无锡南禅寺景区","150",11,"4A","无锡","WX","",2016,"2016-11-15"
"14208",14208,"无锡鸿山泰伯景区","1.03",11,"4A","无锡","WX","",2016,"2016-11-15"
"14209",14209,"宜兴张公洞旅游景区","3.51",11,"4A","无锡","WX","",2016,"2016-11-15"
"14210",14210,"无锡中华赏石园景区","0.74",11,"4A","无锡","WX","",2016,"2016-11-15"
"14211",14211,"无锡清名桥古运河景区","80",11,"4A","无锡","WX","",2016,"2016-11-15"
"14212",14212,"宜兴陶瓷博物馆","1.83",11,"4A","无锡","WX","",2016,"2016-11-15"
"14213",14213,"宜兴云湖旅游景区","1.66",11,"4A","无锡","WX","",2016,"2016-11-15"
"14214",14214,"无锡荡口古镇景区","18.04",11,"4A","无锡","WX","",2016,"2016-11-15"
"14215",14215,"无锡阳山桃花源景区","1",11,"4A","无锡","WX","",2016,"2016-11-15"
"14216",14216,"无锡华莱坞影都","11.33",11,"4A","无锡","WX","",2016,"2016-11-15"
"14217",14217,"徐州淮海战役烈士纪念塔园林","40.55",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14218",14218,"徐州云龙湖景区","25",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14219",14219,"新沂马陵山景区","4.9",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14220",14220,"徐州彭祖园景区","8.91",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14221",14221,"徐州汉画像石艺术馆","39.37",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14222",14222,"沛县汉城景区","3.55",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14223",14223,"邳州艾山九龙景区","36.58",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14224",14224,"新沂窑湾古镇景区","7.24",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14225",14225,"徐州龟山景区","24.2",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14226",14226,"徐州市博物馆","2.15",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14227",14227,"徐州潘安湖湿地公园","8.31",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14228",14228,"徐州蟠桃山佛教文化景区","1.76",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14229",14229,"徐州大洞山景区","48.03",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14230",14230,"沛县微山湖千岛湿地","1.52",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14231",14231,"徐州乐园","1.37",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14232",14232,"徐州督公湖旅游区","27.5",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14233",14233,"睢宁水月禅寺景区","14.2",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14234",14234,"徐州悬水湖景区","2.78",11,"4A","徐州","XZ","",2016,"2016-11-15"
"14235",14235,"常州环球恐龙城","37.23",11,"5A","常州","CZ","",2016,"2016-11-15"
"14236",14236,"常州天目湖旅游区","65.35",11,"5A","常州","CZ","",2016,"2016-11-15"
"14237",14237,"常州天宁寺","3.05",11,"4A","常州","CZ","",2016,"2016-11-15"
"14238",14238,"常州红梅公园","85",11,"4A","常州","CZ","",2016,"2016-11-15"
"14239",14239,"常州市博物馆","9.33",11,"4A","常州","CZ","",2016,"2016-11-15"
"14240",14240,"常州青枫公园","69.03",11,"4A","常州","CZ","",2016,"2016-11-15"
"14241",14241,"常州中国春秋淹城旅游区","21.17",11,"4A","常州","CZ","",2016,"2016-11-15"
"14242",14242,"常州南大街休闲旅游区","212.01",11,"4A","常州","CZ","",2016,"2016-11-15"
"14243",14243,"常州环球动漫嬉戏谷","13.27",11,"4A","常州","CZ","",2016,"2016-11-15"
"14244",14244,"常州中华孝道园","4.92",11,"4A","常州","CZ","",2016,"2016-11-15"
"14245",14245,"溧阳市新四军江南指挥部纪念馆","5.86",11,"4A","常州","CZ","",2016,"2016-11-15"
"14246",14246,"苏州园林(拙政园、虎丘、留园）","44.07",11,"5A","苏州","SZ","",2016,"2016-11-15"
"14247",14247,"苏州周庄古镇游览区","28",11,"5A","苏州","SZ","",2016,"2016-11-15"
"14248",14248,"苏州同里古镇游览区","40.25",11,"5A","苏州","SZ","",2016,"2016-11-15"
"14249",14249,"苏州金鸡湖景区","94.7",11,"5A","苏州","SZ","",2016,"2016-11-15"
"14250",14250,"苏州吴中太湖旅游区","27.98",11,"5A","苏州","SZ","",2016,"2016-11-15"
"14251",14251,"苏州沙家浜·虞山尚湖旅游区","94.67",11,"5A","苏州","SZ","",2016,"2016-11-15"
"14252",14252,"苏州乐园","23.1",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14253",14253,"苏州甪直古镇游览区","9.79",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14254",14254,"苏州盘门景区","8.86",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14255",14255,"苏州西山景区","3.55",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14256",14256,"苏州木渎古镇","9.69",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14257",14257,"苏州狮子林","9.21",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14258",14258,"苏州网师园","1.67",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14259",14259,"昆山锦溪古镇","7.23",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14260",14260,"昆山亭林园","7.2",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14261",14261,"吴江静思园","9.66",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14262",14262,"苏州寒山寺","11.2",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14263",14263,"苏州西园戒幢律寺","2",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14264",14264,"苏州白马涧生态园","5",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14265",14265,"常熟方塔古迹名胜区","4.82",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14266",14266,"常熟服装城购物景区","60.11",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14267",14267,"昆山千灯古镇游览区","16.03",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14268",14268,"苏州重元寺","3.37",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14269",14269,"苏州七里山塘景区","8.03",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14270",14270,"苏州平江历史文化街区","35.8",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14271",14271,"张家港凤凰山景区","8.5",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14272",14272,"苏州太湖国家湿地公园","5.68",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14273",14273,"常熟蒋巷乡村旅游景区","2.7",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14274",14274,"太仓现代农业园","4.38",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14275",14275,"苏州天平山景区","19.36",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14276",14276,"苏州石湖景区","3.93",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14277",14277,"苏州中国刺绣艺术馆","15.4",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14278",14278,"吴江震泽古镇","3.42",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14279",14279,"张家港香山风景区","2.08",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14280",14280,"苏州光福景区","0.32",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14281",14281,"张家港永联景区","6.34",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14282",14282,"苏州天池山景区","6.95",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14283",14283,"太仓沙溪古镇","2.71",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14284",14284,"常熟梅李聚沙公园","2.19",11,"4A","苏州","SZ","",2016,"2016-11-15"
"14285",14285,"南通濠河旅游区","59",11,"5A","南通","NT","",2016,"2016-11-15"
"14286",14286,"南通狼山旅游区","11.19",11,"4A","南通","NT","",2016,"2016-11-15"
"14287",14287,"如皋水绘园景区","7.8",11,"4A","南通","NT","",2016,"2016-11-15"
"14288",14288,"海门叠石桥国际家纺馆·家纺产业旅游区","11.59",11,"4A","南通","NT","",2016,"2016-11-15"
"14289",14289,"如皋中国工农红军第十四军纪念馆","2.9",11,"4A","南通","NT","",2016,"2016-11-15"
"14290",14290,"海安江淮文化园","1.02",11,"4A","南通","NT","",2016,"2016-11-15"
"14291",14291,"南通啬园景区","3.62",11,"4A","南通","NT","",2016,"2016-11-15"
"14292",14292,"连云港花果山景区","2.71",11,"4A","连云港","LYG","",2016,"2016-11-15"
"14293",14293,"连云港连岛旅游度假区","10.05",11,"4A","连云港","LYG","",2016,"2016-11-15"
"14294",14294,"连云港孔望山风景区","7.27",11,"4A","连云港","LYG","",2016,"2016-11-15"
"14295",14295,"连云港渔湾风景区","4.42",11,"4A","连云港","LYG","",2016,"2016-11-15"
"14296",14296,"连云港市东海县国际水晶珠宝城","4.13",11,"4A","连云港","LYG","",2016,"2016-11-15"
"14297",14297,"灌云大伊山风景区","9.8",11,"4A","连云港","LYG","",2016,"2016-11-15"
